400,4.1
410,3.412
420,1.789
430,7.049
440,8.686
450,3.722
460,4.325
470,5.217
480,6.586
490,8.167
500,6.868
510,5.492
520,4.696
530,4.65
540,13.847
550,14.813
560,5.051
570,5.451
580,8.738
590,8.496
600,8.127
610,13.98
620,11.628
630,8.583
640,6.75
650,5.901
660,4.972
670,4.124
680,3.386
690,2.818
700,2.51
