255;63;127;41,8004517053;24,2188499683;8,52763054589
255;95;127;47,7531000804;29,5123304516;9,7628870501
255;127;127;52,2005367011;35,7278200128;9,5644981884
255;159;127;55,8761989286;42,0100987265;9,02744335065
255;223;159;69,4923499781;63,8590286555;13,463339496
255;255;159;79,1343403518;78,6050297505;12,1249201812
255;0;127;37,215718799;20,8161553763;8,26695834164
255;31;127;37,7602214456;21,1714914823;8,05892861644
255;191;127;60,9465667991;50,6532301888;8,89573796953
255;223;127;68,9029186403;63,0241535542;8,82871924151
223;255;223;63,5215497964;68,7140693027;42,6346435019
223;255;191;58,9933500984;65,1780279987;29,4355220736
223;223;255;65,0204032597;63,4361636689;65,1000137263
223;255;255;67,3779355549;71,2777929573;59,3435066612
223;159;255;56,3038176836;44,4727939948;52,3431065904
223;191;255;59,517028517;52,2638007874;58,8523019611
223;95;255;50,3784583625;34,5599742004;41,1118142436
223;127;255;53,0746020606;38,5351546846;46,0768132507
223;31;255;43,7799836571;29,0265742786;35,6203627372
223;63;255;46,0580481624;30,8905947863;37,469643606
31;255;127;25,7024035789;35,48983942;11,2494466624
31;255;159;27,0951137317;37,1348649348;15,1225831492
31;255;255;33,4084196383;43,2335486281;38,6493005972
31;223;255;30,4210259228;39,7618865189;46,5278965168
31;255;191;28,9632094149;39,1224318376;20,6610530505
31;255;223;30,9159842769;41,0397506208;27,9324232
31;127;255;22,1180270989;23,5163001308;47,5828257799
31;95;255;19,2571242528;19,4988881111;42,6420129117
31;191;255;26,5699333416;33,9715090928;54,8618526083
31;159;255;25,0622672619;28,7210964452;53,0983836057
159;255;31;26,0443773162;35,0069368572;6,66510410284
159;255;0;25,9586610526;34,8809322833;6,66028513759
191;0;255;34,7190579595;24,4283393742;35,7899432981
191;31;255;34,9259699653;24,6875562453;35,8917139714
191;63;255;37,223273859;26,8640484214;38,7697362025
191;95;255;39,1521320896;29,5010822414;42,5208774035
191;127;255;42,3166267992;34,0223240198;47,8359575232
191;159;255;44,8408796237;39,202658043;52,9323800121
191;191;255;47,1482585763;45,9434289194;59,3124299446
191;223;255;52,7408985603;57,2979844625;65,3483346409
0;159;0;13,1881602979;17,7090592798;4,11117272878
0;127;0;10,451150953;13,4118751047;3,81831139952
31;0;127;5,71294069461;5,25500703682;10,9368333573
31;0;159;6,81437792324;6,3797951225;16,3639851709
31;0;63;3,75285506577;3,38125671476;3,13283115158
31;0;95;4,62789400705;4,17821119733;6,13746224195
0;223;0;19,0642021028;27,1160264282;4,69501872054
0;191;0;15,72228394;21,9992894863;4,22230697304
31;0;191;8,6746315039;8,25661704776;22,2076063399
31;0;223;10,5368160333;10,0547133018;26,5449857524
159;0;31;21,7206525119;13,3134847288;4,28799320663
159;0;0;21,8157409599;13,4435104618;4,07280964762
159;159;0;28,1551835572;28,2063097706;3,40138331532
159;191;0;29,3138467964;33,7991590798;3,54394502112
159;223;0;27,7664895759;35,6686975122;4,533596675
191;0;223;33,6914873115;21,8708749796;28,2757685724
159;31;0;22,0529622982;13,6846373611;3,81410620949
159;63;0;23,0152054118;15,0114921904;3,28842909984
159;95;0;24,1125754087;17,7240124179;3,31000660183
159;127;0;25,5855623494;22,2050259387;3,43601571677
255;191;159;61,7664034393;51,64490363;13,9659170053
255;159;159;55,8970084082;42,5260946608;14,6979586619
255;63;159;43,491549625;25,196764329;13,1415920739
255;31;159;39,6569462197;22,1693277996;12,1072767253
255;127;159;52,3704097278;36,0250535085;15,14328169
255;95;159;48,8450513063;30,4765979127;14,5831656078
255;223;191;69,9913052318;64,4633256252;20,5410103024
255;191;191;62,5542162088;52,3770893552;21,5062240347
255;0;159;39,327930383;21,9092512603;12,3701531113
255;255;191;80,4781768784;80,4785157197;18,9596500844
223;63;0;39,7761922881;23,0962259416;3,76096484266
31;0;31;3,11499131782;2,88781851496;1,91726663436
31;0;0;3,40809684451;3,19312775195;1,96773131467
31;223;0;19,0725454199;27,1250824323;4,71402700255
63;0;223;12,851761574;11,4037661158;28,1987325869
31;159;0;13,1492444257;17,6686554376;4,09853675171
31;191;0;15,7131287547;21,9826430085;4,20671722027
31;95;0;8,3498068142;10,0384170059;3,59371077625
31;127;0;10,4706589392;13,4345819376;3,84790716761
31;31;0;3,55079241148;3,46002748365;2,0111780705
31;63;0;5,55945370816;6,09453202706;2,8469076109
127;0;255;23,1883295338;18,5261478322;35,7945753621
127;31;255;23,9657651224;19,2915949761;36,9263804055
95;255;95;24,2719512223;33,6588279492;8,58858924267
95;255;63;22,896643972;31,8383436449;6,67639099405
95;255;31;22,9293806779;31,817026477;6,56489053152
95;255;0;23,0593181713;31,9780179592;6,61168963005
95;255;223;30,8566066716;40,9614276324;27,3824348667
95;255;191;29,005832476;39,1709521322;20,4194946078
95;255;159;27,2077094122;37,2820144502;15,0733856391
95;255;127;25,7558952153;35,5357693031;11,257852138
223;223;0;56,2533561666;55,7785105847;4,27798523775
0;223;159;22,8922801019;32,8239343314;15,3113067638
0;191;159;18,7874225666;27,0946500826;17,0700476878
0;31;127;5,55711302987;5,53773193475;11,2175047613
